anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2022,8,Fisiología y Anatomía,Renal y Digestivo,Sobre el mecanismo de la secreción de insulina en las células beta del páncreas:,El aumento de AMPc abre un canal de Ca2+.,El aumento de ATP cierra un canal de K+.,El aumento de AMPc abre un canal de K+.,El aumento de ATP cierra un canal de Na+.,2
2022,9,Fisiología y Anatomía,Cardiovascular y Respiratorio,Las hormonas tiroideas:,Disminuyen el gasto cardiaco.,Disminuyen la lipolisis.,Aumentan la síntesis de nuevas proteínas.,Inducen el aumento de peso corporal.,3
2022,10,Fisiología y Anatomía,Endocrino y Reproductor,¿Qué molécula es la precursora de la síntesis de cortisol en la corteza suprarrenal?:,Aldosterona.,Testosterona.,Colesterol.,Corticosterona.,3
2022,11,Fisiología y Anatomía,Cardiovascular y Respiratorio,Durante la primera fase de despolarización del potencial de acción cardiaco ventricular:,Se abren los canales de Na+.,Se abren los canales de Ca2+.,Se abren los canales de Cl-.,Se abren los canales de K+.,1
2022,12,Fisiología y Anatomía,Cardiovascular y Respiratorio,El retraso aurículo-ventricular en el sistema de conducción de la señal eléctrica en el corazón:,Permite que se complete la contracción de los ventrículos antes de la apertura de las válvulas semilunares.,Permite que se vacíen los ventrículos antes de que se llenen las aurículas.,Permite que se contraigan totalmente las aurículas antes de que se contraigan los ventrículos.,Es un fenómeno patológico que sólo se produce cuando aparecen anomalías en los marcapasos.,3
2022,13,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Cuál de las siguientes fases del ciclo cardíaco se inicia después del cierre de las válvulas semilunares?:,Contracción ventricular isovolumétrica.,Relajación ventricular isovolumétrica.,Llenado auricular.,Vaciado ventricular.,2
2022,14,Fisiología y Anatomía,Cardiovascular y Respiratorio,El movimiento de líquido desde los capilares hacia el intersticio se denomina:,Filtración.,Absorción.,Presión coloidosmótica.,Difusión.,1
2022,15,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿Qué nervio transporta la información procedente de los barorreceptores del seno carotideo al tronco del encéfalo?:,Vago.,Glosofaríngeo.,Hipogloso.,Frénico.,2
2022,16,Fisiología y Anatomía,Endocrino y Reproductor,"En el ciclo menstrual, el pico de hormona luteinizante (LH) promueve la:",Menstruación.,Proliferación endometrial.,Ovulación.,Atresia de folículos primordiales.,3
2022,17,Fisiología y Anatomía,Endocrino y Reproductor,La dihidrotestosterona es:,La precursora de la testosterona.,Hidrosoluble.,Más potente que la testosterona.,Un catabolito inactivo de la testosterona.,3
2022,18,Fisiología y Anatomía,Endocrino y Reproductor,La inhibina:,Es un esteroide ovárico.,Estimula la secreción de FSH.,Se secreta por las células de Leydig.,Se secreta por las células de la granulosa.,4
2022,19,Fisiología y Anatomía,Endocrino y Reproductor,Las contracciones de parto disminuyen por:,Oxitocina.,Prostaglandinas.,Distensión del cuello uterino.,Progesterona.,4
2022,20,Fisiología y Anatomía,Endocrino y Reproductor,La succión mamaria inhibe:,La secreción adenohipofisaria de prolactina.,La secreción neurohipofisaria de oxitocina.,La secreción hipotalámica de dopamina.,La galactopoyesis.,3
2022,21,Fisiología y Anatomía,Sistema Nervioso y Sentidos,En la regulación de la ingesta:,El neuropéptido Y estimula el apetito.,La ghrelina es una anorexina.,La leptina es una orexina.,Las neuronas del hipotálamo ventromedial actúan como centro del hambre.,1
2022,22,Fisiología y Anatomía,Renal y Digestivo,Con respecto a la saliva:,Las concentraciones iónicas se mantienen constantes independientemente del flujo de secreción.,Los acinos producen una secreción primaria cuya composición iónica es parecida a la del líquido extracelular.,"En condiciones, tanto de reposo como de máxima salivación, sodio y cloro están en concentraciones mayores que las plasmáticas.",Las concentraciones de potasio y bicarbonato son siempre menores a las plasmáticas.,2
2022,23,Fisiología y Anatomía,Renal y Digestivo,La onda alcalina postpandrial o “marea/oleada alcalina” se produce por:,La reabsorción de bicarbonato durante la secreción de ácido clorhídrico.,La inhibición de la anhidrasa carbónica en las células parietales u oxínticas.,La producción de pepsina en las células principales o peptídicas.,"La acción de inhibidores de la bomba de protones, como el omeprazol, en las células parietales u oxínticas.",1
2022,24,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos","Sobre la secreción pancreática, puede afirmarse que:",La secretina estimula en los acinos pancreáticos la secreción enzimática.,La colecistoquinina o CCK estimula en los conductos pancreáticos la secreción de agua y bicarbonato.,Su principal componente es el pepsinógeno que se activa a pepsina.,La enterocinasa o enteropeptidasa intestinal convierte el tripsinógeno inactivo en tripsina activa.,4
2022,25,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",El transportador PepT1 dependiente de H+ de los enterocitos transporta:,Proteínas no digeridas.,Oligopéptidos y algunos antibióticos.,Aminoácidos libres.,Polipéptidos.,2
2022,26,Fisiología y Anatomía,Renal y Digestivo,El flujo sanguíneo renal:,Es inversamente proporcional a la presión hidrostática en la arteria renal.,Es independiente de la presión arterial.,Es muy inferior en la vasa recta en comparación con la corteza renal.,Aumenta tras estimulación simpática.,3
2022,27,Fisiología y Anatomía,Renal y Digestivo,"En relación con la permeabilidad al agua en el túbulo colector de las nefronas, es FALSO que:",Es proporcional a la concentración plasmática de hormona antidiurética (ADH).,Es proporcional a la permeabilidad al agua en el asa de Henle.,Es controlada por la inserción regulada de acuaporina 2 (AQP2) en la membrana apical de las células tubulares.,Permite controlar la concentración/dilución de la orina excretada.,2
2022,28,Fisiología y Anatomía,Renal y Digestivo,La excreción renal de una sustancia:,Es igual a la tasa de filtración glomerular.,Es independiente de la tasa de filtración glomerular.,Es igual a la cantidad filtrada menos la cantidad reabsorbida más la cantidad secretada.,Aumenta con la disminución de la tasa de filtración glomerular.,3
2022,29,Fisiología y Anatomía,Renal y Digestivo,En relación con el Asa de Henle de las nefronas:,"La rama ascendente gruesa es permeable para el NaCl, la urea y el agua.","La rama ascendente fina es permeable para el NaCl y la urea, pero no para el agua.","La rama ascendente fina es impermeable para el NaCl, la urea, y el agua.",Los procesos de transporte en el Asa de Henle no están relacionados con los del túbulo colector de la nefrona.,2
2022,30,Fisiología y Anatomía,Renal y Digestivo,En relación con el manejo renal del potasio:,La mayor parte del potasio filtrado en el glomérulo se reabsorbe en el túbulo proximal de la nefrona.,La regulación de la secreción de potasio tiene lugar en el túbulo proximal de la nefrona.,"La regulación de la secreción de potasio ocurre, por cotransporte con sodio, en la porción gruesa ascendente del Asa de Henle.",La concentración de potasio plasmático es regulada por el factor natriurético.,1
2022,31,Hematología,Fisiología y Patología Eritrocitaria,¿Cuántas moléculas de oxígeno pueden ser transportados por cada molécula de hemoglobina?:,2.,4.,8.,16.,2
2022,32,Hematología,Fisiología y Patología Eritrocitaria,La fórmula de la hemoglobina fetal es:,α2β2.,α2ϵ2.,α2ү2.,α2β2ү2.,3
2022,33,Fisiología y Anatomía,Renal y Digestivo,¿Cuál es la osmolaridad (mOsm/L) de una solución que contiene NaCl 150 milimolar y KCl 100 milimolar?:,250.,300.,500.,600.,3
2022,34,Hematología,Hemostasia y Coagulación,¿Qué vía de coagulación comienza con el factor de contacto o factor XII?:,Vía intrínseca.,Vía extrínseca.,Vía común.,Fibrinolisis.,1
2022,35,Hematología,Fisiología y Patología Eritrocitaria,El hierro liberado de los hematíes destruidos o viejos es transportado por:,Apoferritina.,Hemosiderina.,Ferritina.,Transferrina.,4
2022,36,Fisiología y Anatomía,Cardiovascular y Respiratorio,La presión transpulmonar es la diferencia entre:,La presión alveolar y la presión pleural.,La presión alveolar y la presión pulmonar.,La presión atmosférica y la presión alveolar.,La presión de espiración y la presión transmural.,1
2022,37,Fisiología y Anatomía,Cardiovascular y Respiratorio,Se denomina volumen residual a:,El volumen de aire que queda en los pulmones después de una espiración forzada.,El volumen adicional de aire que se puede inspirar mediante una inspiración forzada.,El volumen adicional de aire que se puede espirar mediante una espiración forzada.,El volumen de reserva inspiratoria más el volumen de reserva espiratoria.,1
2022,38,Fisiología y Anatomía,Cardiovascular y Respiratorio,La sustancia tensoactiva pulmonar es producida por:,Células epiteliales del bronquiolo.,Células alveolares (o neumocitos) tipo II.,Macrófagos alveolares.,Linfocitos.,2
2022,39,Fisiología y Anatomía,Cardiovascular y Respiratorio,Los cuerpos carotídeo y aórtico son quimiorreceptores periféricos que responden a los cambios de:,"Po2, Pco2 y pH.",Presión arterial y frecuencia respiratoria.,Solo a los cambios de Pco2.,Solo a los cambios de Po2.,1
2022,40,Fisiología y Anatomía,Cardiovascular y Respiratorio,El reflejo inhibidor de la inspiración de Hering- Breuer se estimula ante:,Aumento de la frecuencia cardíaca.,Aumento del volumen pulmonar.,Disminución de la frecuencia respiratoria.,Disminución del volumen corriente.,2
2022,41,Fisiología y Anatomía,Endocrino y Reproductor,"En el humano, ¿qué capas conforman el disco embrionario en la segunda semana de desarrollo?:","Ectodermo, mesodermo y endodermo.",Epiblasto e hipoblasto.,Ectodermo y endodermo.,Epiblasto.,2
2022,43,Fisiología y Anatomía,Renal y Digestivo,En el ser humano ¿cuál de las siguientes estructuras deriva del ectodermo?:,Páncreas.,Glándulas mamarias.,Riñón.,Corazón.,2
2022,44,Fisiología y Anatomía,Endocrino y Reproductor,En el ser humano ¿cuál de las siguientes estructuras deriva del metencéfalo?:,El bulbo raquídeo.,El tálamo.,La hipófisis.,El cerebelo.,4
2022,45,Fisiología y Anatomía,Endocrino y Reproductor,En el ser humano ¿dónde tiene lugar la fecundación normalmente?:,En la ampolla de la trompa uterina.,En el istmo de la trompa uterina.,En el útero.,En el cérvix.,1
2022,46,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Cuál de las siguientes funciones NO es propia de las mitocondrias?:,Biosíntesis de aminoácidos.,Fosforilación oxidativa y síntesis de ATP.,Homeostasis de especies reactivas de oxígeno (ROS).,Modificaciones postraduccionales de proteínas de la vía secretora (glucosilaciones y puentes disulfuro).,4
2022,47,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",¿Por medio de qué mecanismo se acidifica el lumen de los lisosomas y de las vacuolas?:,Por medio de difusión facilitada de iones.,Por medio de una bomba de protones.,Por la bomba Na+/K+.,Por la bomba de Ca2+.,2
2022,48,Bioquímica y Biología Molecular,Procesos Moleculares,¿En qué etapa del ciclo celular se produce la replicación del material genético en células eucariotas?:,Durante la fase G1.,Durante la fase S.,En la profase.,En la prometafase.,2
2022,49,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿Cómo transmiten la señal los receptores de membrana acoplados a proteínas G?:,El ligando se une al receptor de siete dominios transmembrana que está asociado a una proteína G heterotrimérica.,"Sus ligandos, de naturaleza hidrofóbica, atraviesan directamente la membrana activando a una pequeña GTPasa intracelular.",El ligando extracelular se une al receptor con actividad tirosina cinasa que está asociado a una proteína G.,"El propio receptor, tras su unión a ligando, hidroliza GTP y transmite la señal al siguiente efector.",1
2022,50,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",Las microvellosidades:,Son anexos cutáneos de queratina.,Contienen filamentos de actina.,Intervienen en la transición epiteliomesénquima.,Intervienen en el movimiento ameboideo.,2
2022,51,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Las chaperonas moleculares intervienen en:,El plegamiento de proteínas.,La fusión de vesículas sinápticas.,El bloqueo de filamentos de actina.,La organización de los centrómeros.,1
2022,52,Fisiología y Anatomía,Cardiovascular y Respiratorio,El flujo coronario durante la sístole:,Es MAYOR en el endocardio.,Es MAYOR en las venas de Tebesio.,Es MAYOR en el epicardio.,Es MENOR en el endocardio.,4
2022,53,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",En relación a los receptores acoplados a proteína G:,Son transportadores iónicos.,Pueden activar el aumento de AMPc en el citosol.,Dependen de ATP para su activación.,Una de las subunidades de la proteína G es una adenilato ciclasa.,2
2022,54,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",La proteína del retinoblastoma (Rb):,Activa la transición de G2 a M.,Es una proteína supresora de tumores.,Inactiva la cinasa dependiente de la ciclina D.,"Bloquea p53, favoreciendo la progresión del ciclo celular.",2
2022,55,Biología Celular e Histología,Membrana y Tráfico,Las estructuras denominadas conexones son propias de:,Las uniones ocluyentes o uniones estrechas (zonula occludens).,Las uniones adherentes tipo cinturones de adhesión (zonula adherens).,Las uniones de hendidura o nexos.,Los contactos o adhesiones focales.,3
